Data from QEP037381__99__14-56-25-877.txt Node

Date: Wed Dec 21 14:56:25 EST 2022
User: dcclab
Spectrometer: QEP03738
Trigger mode: 4
Integration Time (sec): 1.000000E1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
784.041	10.25
784.3	1.25
784.558	-0.75
784.817	-6.75
785.075	109473.25
785.334	17604.25
785.592	7897.25
785.851	5408.25
786.109	4092.25
786.368	3195.25
786.626	2590.25
786.884	2157.25
787.143	1805.25
787.401	1488.25
787.659	1348.25
787.917	1170.25
788.175	1055.25
788.433	944.25
788.691	846.25
788.949	787.25
789.207	758.25
789.465	661.25
789.723	628.25
789.98	594.25
790.238	632.25
790.496	594.25
790.753	561.25
791.011	619.25
791.268	541.25
791.526	525.25
791.783	551.25
792.041	531.25
792.298	442.25
792.556	516.25
792.813	507.25
793.07	464.25
793.327	463.25
793.584	539.25
793.841	449.25
794.099	485.25
794.356	539.25
794.613	444.25
794.869	472.25
795.126	437.25
795.383	417.25
795.64	441.25
795.897	403.25
796.153	441.25
796.41	436.25
796.667	424.25
796.923	449.25
797.18	438.25
797.436	466.25
797.693	430.25
797.949	476.25
798.206	516.25
798.462	430.25
798.718	470.25
798.974	458.25
799.231	511.25
799.487	493.25
799.743	506.25
799.999	531.25
800.255	531.25
800.511	508.25
800.767	558.25
801.023	536.25
801.279	577.25
801.534	621.25
801.79	680.25
802.046	722.25
802.302	856.25
802.557	1010.25
802.813	1249.25
803.068	1573.25
803.324	2171.25
803.579	2926.25
803.835	4022.25
804.09	5537.25
804.345	7169.25
804.601	9033.25
804.856	11002.25
805.111	12590.25
805.366	13949.25
805.621	15021.25
805.876	15695.25
806.131	16218.25
806.386	16524.25
806.641	16856.25
806.896	17140.25
807.151	17513.25
807.406	17753.25
807.661	18061.25
807.915	18335.25
808.17	18685.25
808.425	18832.25
808.679	18963.25
808.934	19277.25
809.188	19417.25
809.443	19693.25
809.697	19890.25
809.951	20035.25
810.206	20341.25
810.46	20515.25
810.714	20593.25
810.968	20877.25
811.223	20850.25
811.477	21169.25
811.731	21379.25
811.985	21345.25
812.239	21432.25
812.493	21599.25
812.747	21660.25
813	21640.25
813.254	21798.25
813.508	22052.25
813.762	22042.25
814.015	22318.25
814.269	22420.25
814.522	22535.25
814.776	22723.25
815.03	23116.25
815.283	23360.25
815.536	23845.25
815.79	24238.25
816.043	24493.25
816.296	24890.25
816.55	25191.25
816.803	25444.25
